Port,Protocol,Count
7535,icmp,8
46286,icmpv6,9
63996,pim,6
40358,idp,8
2985,egp,12
42974,fragment,11
2920,ah,9
34587,raw,10
36347,xtp,8
65288,ipcomp,10
61947,hopopts,9
61648,max,12
32973,ipip,11
61503,ah,11
336,idp,9
11490,routing,7
55567,raw,11
59828,udp,10
24268,max,10
61648,pim,8
52381,pup,6
4905,esp,9
6057,tcp,8
45688,none,7
54804,raw,16
7611,tcp,11
54518,pup,6
30035,sctp,6
23663,hopopts,8
52645,eon,15
20553,hello,14
34932,icmp,8
28072,fragment,10
36347,fragment,9
38409,dstopts,11
51453,ipcomp,11
31296,fragment,5
23545,ggp,12
13936,udp,15
41038,routing,5
34626,igmp,6
49966,routing,15
36287,none,8
12416,raw,12
53731,ipcomp,13
35060,tp,9
22664,rsvp,9
8517,ah,8
6565,nd,11
64240,max,13
39515,idp,7
53185,raw,12
36857,egp,9
59828,ggp,10
4417,eon,9
7611,rsvp,8
35913,ipcomp,5
43325,idp,11
32973,egp,13
54518,none,16
62546,tp,5
7535,igmp,13
8845,hopopts,12
24762,none,8
33379,fragment,5
63733,max,7
39046,ah,7
55648,igmp,12
65316,udp,8
20311,ah,11
12691,ipcomp,13
40358,dstopts,5
53702,pup,7
8805,esp,15
44484,raw,10
54683,pim,7
6057,ggp,10
37737,udp,9
63172,ah,11
21122,ah,9
29177,udp,8
52281,eon,13
33379,idp,13
6565,udp,10
40316,hopopts,9
24394,ipip,12
4139,rsvp,8
49185,fragment,10
43325,dstopts,9
13936,egp,10
52281,nd,9
37978,sctp,7
45688,ah,9
48550,routing,11
59038,sctp,7
18246,gre,8
38192,hello,9
6612,icmp,13
32584,udp,13
20443,gre,11
31018,icmp,10
8845,raw,12
967,ipip,7
37354,hello,10
58801,ah,10
37355,ipcomp,10
55187,ipip,9
30732,raw,12
43661,igmp,16
52281,pim,7
32066,gre,9
47302,icmpv6,12
58674,idp,4
20453,pim,4
40358,hello,8
336,hopopts,5
7627,idp,12
10784,pim,8
19193,hello,10
55305,dstopts,11
50427,idp,7
21225,gre,12
24495,dstopts,7
40396,none,5
35913,dstopts,10
41919,fragment,12
4309,ipcomp,11
31917,esp,3
53748,raw,14
40327,ah,14
48276,ggp,10
45244,nd,13
26502,ipv6,10
13018,dstopts,8
10503,udp,10
42711,xtp,6
3689,hello,11
27295,ipcomp,14
39515,hopopts,7
2450,fragment,10
55567,icmpv6,7
62398,egp,13
38192,sctp,8
45688,ipcomp,9
27895,udp,8
7611,ggp,11
16656,pim,11
47362,ipcomp,9
23969,egp,9
18750,ah,7
54518,icmp,8
21977,max,5
4296,ipv6,13
34626,ipv6,7
35086,gre,10
22168,egp,7
9515,gre,7
59718,egp,6
21977,nd,7
35226,hopopts,8
39515,hello,12
16659,esp,7
63172,rsvp,6
46286,ah,8
53559,idp,10
20453,fragment,11
5868,eon,8
10784,sctp,8
5350,max,11
36736,esp,13
38855,ipv6,14
48294,pup,9
21225,pup,7
14693,none,9
53682,routing,15
22464,rsvp,10
62546,pim,14
13981,sctp,8
58231,esp,11
35195,eon,6
19587,pup,13
39046,ggp,6
21122,raw,3
5868,hello,10
52474,ggp,6
2813,idp,8
32584,nd,11
6409,udp,11
53185,tp,8
55329,esp,12
36857,udp,13
24518,esp,13
61569,icmp,5
49966,icmp,10
35195,igmp,8
41038,rsvp,9
2802,idp,13
38409,sctp,13
39255,esp,9
55567,pup,6
31018,eon,10
44484,gre,15
47869,ipcomp,6
44644,igmp,8
21842,hello,6
60847,egp,6
51301,esp,13
336,none,10
28979,tp,2
12037,gre,10
24394,icmp,6
6124,raw,5
38745,routing,15
35184,xtp,17
4139,udp,10
43673,egp,7
19699,hello,10
44505,icmp,11
16816,routing,9
21842,ipip,6
39255,tcp,14
23545,eon,7
17797,udp,8
58801,egp,10
8845,ipv6,9
33395,fragment,9
9515,xtp,13
42261,pim,6
10392,max,14
58902,none,12
29590,xtp,11
28979,icmp,8
16349,eon,10
54518,udp,12
50307,xtp,8
2920,ipip,5
53559,udp,12
42310,icmpv6,7
41919,egp,11
43673,none,10
21093,rsvp,18
51321,icmp,11
43673,eon,12
33395,pup,8
20553,esp,12
62451,ipv6,7
55648,egp,13
43673,ggp,9
32973,igmp,12
13446,egp,10
5883,icmpv6,8
42837,icmp,11
13936,icmpv6,10
40327,eon,8
17797,esp,5
12211,nd,6
33251,tcp,9
46924,ipv6,8
35184,hopopts,7
14544,nd,10
19699,udp,9
40710,icmp,12
37737,pup,19
34973,igmp,12
38855,ggp,7
52,hello,10
21471,ipcomp,14
4417,ipip,9
33251,pup,14
11347,ipv6,6
60981,sctp,5
61303,pup,7
57789,nd,9
53731,hopopts,4
12416,igmp,9
3689,tp,17
19012,gre,8
18079,rsvp,15
34494,tp,10
21166,egp,10
38745,gre,7
35086,routing,9
8845,tp,11
21093,fragment,9
43872,icmpv6,14
40316,pup,4
20630,fragment,8
47302,nd,3
61785,udp,8
37737,tcp,13
63996,udp,11
26502,igmp,9
59718,icmpv6,10
60847,fragment,15
20311,rsvp,7
63733,ggp,11
40358,fragment,14
29483,idp,8
24518,gre,7
53702,ipip,12
26217,ggp,5
19573,ipv6,9
40358,none,11
4417,ipv6,11
30035,ipv6,8
2579,max,13
58894,none,15
23663,raw,15
5350,nd,10
50427,pup,7
47302,ipip,10
13107,none,10
3907,hello,8
48276,ah,12
52474,icmpv6,7
17106,ipv6,18
57710,idp,10
22168,hopopts,14
38192,icmpv6,12
20443,ggp,11
43355,fragment,4
27026,egp,12
20554,ipcomp,7
45244,ggp,8
40396,ggp,8
16510,fragment,11
59577,icmp,11
38855,gre,15
39046,ipv6,12
26880,icmpv6,8
42393,max,9
55648,hopopts,7
4309,igmp,7
7687,raw,3
53595,none,9
62987,igmp,7
46797,pim,7
14693,udp,8
23663,sctp,12
58191,rsvp,8
53185,none,9
4663,dstopts,8
19699,tcp,8
9207,tp,7
8845,gre,6
52281,esp,11
32066,sctp,8
17106,sctp,10
51776,pup,11
53682,xtp,7
34706,pup,8
12416,dstopts,7
36564,eon,10
20553,raw,9
16659,max,9
27311,fragment,9
36857,rsvp,10
36736,egp,13
58902,egp,11
57789,esp,8
60847,icmp,13
37285,pup,15
53559,none,10
13981,idp,14
18728,fragment,9
28979,egp,8
22464,idp,12
42304,udp,7
42261,icmp,13
24495,sctp,13
14693,ggp,7
3907,ggp,10
15308,pim,7
12037,idp,11
54804,rsvp,6
27311,ggp,9
9200,hello,10
30035,fragment,5
34626,xtp,8
4292,ipip,8
37355,sctp,11
14544,rsvp,6
27026,icmp,10
10557,routing,8
43872,gre,10
20553,udp,9
17106,raw,9
37354,xtp,10
34587,none,14
61947,raw,10
26502,nd,11
43325,gre,8
3958,ipv6,5
53702,raw,8
49966,ipip,11
3317,icmpv6,6
24394,raw,12
33445,raw,9
11545,rsvp,7
55305,ipcomp,8
14201,ipcomp,4
54588,igmp,10
62987,udp,6
316,none,6
2425,hello,8
16656,xtp,11
23472,none,9
36721,eon,7
12936,xtp,12
50422,esp,9
58191,dstopts,5
20443,icmpv6,6
34284,xtp,12
21977,hello,10
37354,max,12
55456,ipv6,5
45244,tp,7
7627,gre,7
44218,gre,9
16304,igmp,11
42639,tp,7
4296,xtp,9
50462,none,7
42185,ipip,13
10392,hopopts,9
59561,ipcomp,15
4296,fragment,8
30732,ggp,11
46924,rsvp,10
55187,ipv6,13
6565,gre,9
55305,igmp,7
336,icmp,9
47362,fragment,11
37277,tcp,7
22889,rsvp,9
14032,icmpv6,6
35060,hello,8
9700,igmp,7
43325,udp,9
4663,igmp,7
3958,rsvp,9
39046,tcp,12
41465,icmpv6,8
14693,icmp,6
34932,fragment,11
14201,tp,7
45369,rsvp,4
9700,idp,11
26801,none,10
12641,ipv6,9
33379,max,12
61947,pup,9
54518,igmp,7
18728,ah,9
2579,ggp,9
30340,esp,7
45532,icmpv6,7
36347,ggp,8
16816,sctp,7
316,gre,12
27295,routing,13
31018,dstopts,6
53748,hopopts,8
50307,idp,7
24394,igmp,9
57764,ipcomp,7
618,icmp,10
30340,fragment,16
31018,routing,8
18079,eon,7
21442,esp,11
58191,igmp,9
41919,none,10
18246,egp,10
13936,pim,11
9200,tcp,9
56745,icmp,11
57710,egp,11
24268,hello,8
15308,rsvp,7
2802,ah,11
50307,hello,5
19573,icmp,5
23425,fragment,9
12860,fragment,9
61503,icmp,7
63996,egp,12
52381,ipip,9
2813,pup,11
34925,eon,8
36347,pup,11
23646,ipcomp,11
37978,igmp,6
56745,fragment,5
24268,esp,10
42639,ah,12
18246,pup,16
6565,max,10
55456,rsvp,12
61303,dstopts,13
34932,tcp,9
18246,hello,9
6124,nd,9
50462,ggp,11
34626,rsvp,12
28072,max,9
45204,none,6
12927,idp,13
4292,dstopts,7
35195,none,5
36736,ipcomp,10
21842,hopopts,8
59718,ah,8
62451,max,7
12037,nd,8
316,hello,4
59561,pim,8
6612,ah,9
33445,max,13
12691,egp,14
12562,eon,5
60981,gre,10
3267,fragment,10
967,sctp,5
46728,pim,12
35086,pup,11
48276,icmp,12
29177,dstopts,9
41288,ipip,6
34416,dstopts,7
336,xtp,9
38192,tp,7
37355,rsvp,6
3689,eon,13
8263,egp,10
52474,hopopts,5
58674,eon,9
22664,pim,8
30230,idp,12
23646,nd,13
41038,icmpv6,8
23054,tp,12
646,ah,9
30035,ah,5
51776,hello,9
53731,udp,4
48550,tp,14
6124,udp,9
52474,tcp,12
27895,pim,3
13018,ggp,15
44644,ipcomp,8
336,ggp,7
7535,none,14
62546,hopopts,10
34284,pup,12
36564,icmp,11
62451,udp,9
32973,udp,10
2920,egp,6
6796,esp,5
33395,ggp,13
33379,raw,6
24496,ipv6,11
21842,ggp,9
46924,xtp,4
23772,esp,8
34706,esp,14
39046,icmpv6,9
44644,gre,6
42837,icmpv6,11
55187,eon,8
7627,nd,14
47869,pup,9
21471,ah,8
4309,nd,9
24496,dstopts,14
38855,esp,11
12936,tcp,5
44484,egp,15
26880,icmp,8
36329,ggp,10
62987,sctp,4
9207,egp,12
13018,udp,8
22664,dstopts,8
61837,routing,14
32088,max,9
7535,tp,10
8915,idp,7
8915,ipcomp,12
39515,tp,12
2425,pim,11
13936,ipip,7
8517,fragment,12
42185,gre,6
29590,ah,7
17106,routing,12
41465,none,4
64749,egp,12
27026,gre,10
2450,rsvp,10
7611,routing,10
50422,max,5
41919,icmpv6,11
22664,eon,9
60981,egp,8
16656,tp,7
22168,gre,10
20852,hello,13
46186,esp,7
23969,gre,9
63733,ipip,10
44218,idp,10
3267,ipcomp,11
59718,ipcomp,8
9207,ggp,7
58801,hopopts,9
27295,ggp,7
55648,gre,9
42974,dstopts,8
10784,raw,13
30230,ggp,7
45688,max,15
316,pup,7
29590,egp,10
44644,dstopts,10
63733,pim,11
40316,sctp,14
26217,egp,20
31018,esp,10
53731,egp,4
60981,ipv6,5
40710,pup,12
34416,tcp,11
9700,icmpv6,8
3689,egp,10
37277,ggp,7
50307,pup,7
61837,icmpv6,7
43355,rsvp,5
13446,hopopts,12
20554,none,7
60847,none,11
49966,pim,6
52,nd,13
40316,egp,13
46186,ah,16
54501,fragment,4
27895,ipip,13
5350,esp,13
47302,igmp,10
61503,fragment,7
21122,ggp,7
15308,routing,11
967,dstopts,12
3907,ipip,8
36736,icmp,13
44644,fragment,11
3689,tcp,13
45204,ipv6,9
61947,gre,8
8263,ah,6
21093,max,11
13936,max,7
52275,icmpv6,8
54501,idp,14
56744,ipv6,9
19699,icmp,7
53559,raw,5
61503,icmpv6,7
21471,dstopts,6
61785,nd,7
25199,eon,6
38745,pim,5
46286,ggp,7
59828,sctp,12
22168,pim,13
37354,tcp,5
16656,icmp,8
2813,ggp,13
30726,icmp,15
62398,udp,7
61303,fragment,7
31018,tcp,11
24268,igmp,10
24496,fragment,10
63996,dstopts,7
336,tp,10
11490,idp,6
3317,xtp,7
34284,idp,7
61837,ah,9
6278,tcp,9
42837,igmp,12
36347,ipv6,4
41919,ggp,11
11490,icmpv6,6
62546,fragment,11
12416,nd,9
52275,nd,6
24394,rsvp,7
32066,nd,9
50462,tcp,7
24762,nd,9
26502,hello,9
11490,dstopts,5
41288,hopopts,12
39046,udp,11
8365,hello,10
13107,pup,7
21842,xtp,7
61648,hopopts,7
58231,idp,14
32088,ipcomp,7
20311,eon,8
16304,eon,6
7535,sctp,6
63581,ggp,8
5883,egp,6
37737,fragment,12
60981,hopopts,10
46440,xtp,13
38192,icmp,13
63996,esp,10
4296,tcp,11
20311,hopopts,11
33445,ipv6,7
46797,udp,13
37277,ipip,12
34284,tp,13
13446,sctp,12
59561,ipip,12
5883,gre,9
59828,icmpv6,9
47239,ipv6,8
36287,xtp,12
63996,ipcomp,5
42304,max,14
12927,ah,3
2813,tp,10
46728,xtp,16
45688,ipv6,6
16510,ggp,8
53748,rsvp,11
8805,gre,9
30230,pim,10
3317,igmp,13
49966,icmpv6,6
10392,ipip,11
13107,raw,9
35913,rsvp,12
42185,pup,7
50427,sctp,12
6278,pim,6
43355,xtp,10
58894,pim,10
20554,rsvp,6
8517,nd,8
63581,icmp,10
56745,igmp,10
21122,pim,9
10784,hopopts,10
33379,xtp,8
12063,icmpv6,8
28788,hello,7
27026,routing,11
40358,egp,7
22464,fragment,5
3267,ah,4
967,idp,13
34587,tcp,5
336,gre,11
7627,igmp,13
21442,sctp,10
21442,dstopts,6
34973,egp,9
61648,tp,9
65288,icmp,7
43872,icmp,8
48294,rsvp,14
316,igmp,7
477,fragment,13
19012,raw,7
19573,nd,9
44484,tp,8
51301,raw,5
14544,xtp,7
52275,ggp,16
8365,none,7
55132,ggp,8
17797,icmp,11
7535,egp,9
61542,routing,7
12416,tcp,6
63172,sctp,11
4296,hopopts,5
3267,nd,7
45532,gre,8
43325,nd,7
12360,xtp,8
12641,sctp,8
44218,pim,9
26211,ah,9
16304,ipv6,8
62451,routing,5
12211,sctp,10
58191,nd,3
35060,ipv6,11
58674,esp,8
6124,pup,11
50462,fragment,12
61785,tp,6
12927,ggp,6
43661,max,14
24394,fragment,10
26217,raw,10
24518,icmpv6,5
51453,fragment,10
38409,icmpv6,12
57789,max,10
47570,tp,8
6815,nd,8
44484,ah,6
49185,ipcomp,11
22664,routing,9
14032,icmp,10
2450,udp,8
61837,sctp,8
9200,tp,10
11347,icmp,10
58231,ah,13
52,tcp,5
18079,dstopts,3
13107,ipcomp,9
2985,pim,6
4309,udp,6
9207,udp,7
646,egp,8
3267,pim,9
28788,gre,9
23472,ipcomp,10
20630,rsvp,7
30035,max,17
61648,icmp,13
30035,tp,6
37737,idp,9
11490,tcp,7
12416,hopopts,8
13936,idp,8
51321,none,4
31296,hopopts,7
58894,ah,9
2855,tcp,10
61648,fragment,8
2985,fragment,9
5868,none,10
20554,tcp,9
12691,tcp,4
16656,nd,14
13981,raw,12
55138,ggp,5
45688,icmpv6,12
40396,rsvp,7
43355,icmp,15
61837,hopopts,9
8263,max,12
55132,idp,12
7535,pim,10
37636,ipip,6
32066,ipv6,9
41288,routing,6
20443,xtp,8
4663,pup,10
4309,dstopts,11
24518,icmp,11
63996,none,11
24495,ah,10
14032,egp,7
39515,egp,7
19587,ah,11
45532,fragment,8
37354,icmp,9
28979,pim,9
52381,none,10
48294,sctp,7
42185,max,8
63733,tcp,6
50462,egp,13
38192,eon,5
40327,pup,10
29590,ipv6,9
2985,icmpv6,6
54683,dstopts,8
53682,igmp,8
47302,hopopts,5
36564,ipv6,10
33395,tcp,14
56745,tp,9
61542,hopopts,4
16510,icmp,12
46924,fragment,8
50422,routing,8
6278,icmpv6,4
20311,gre,7
54804,sctp,10
22664,esp,7
15378,pup,8
65316,icmp,4
51776,esp,11
27895,tcp,5
45369,dstopts,5
48294,tcp,8
35086,nd,10
35086,xtp,16
28979,gre,9
64240,egp,12
55567,fragment,11
28788,tp,6
23545,ipip,9
44218,tcp,10
31296,raw,3
47239,hopopts,12
24496,idp,10
43355,idp,12
2855,nd,6
42711,max,6
37277,raw,8
40396,igmp,9
54804,gre,8
8845,routing,9
29177,ggp,8
4417,pim,7
11545,ipip,8
21977,none,8
47239,ipip,8
2985,rsvp,7
4417,icmpv6,10
45244,rsvp,7
10392,hello,5
59718,hopopts,6
3958,nd,7
22664,tp,9
61947,idp,6
38855,rsvp,6
46797,nd,10
39255,ah,5
3689,icmp,7
53559,ipcomp,5
15378,pim,10
59038,gre,12
6565,ah,9
2425,xtp,5
31917,egp,13
34416,ipip,10
26502,hopopts,6
9515,icmpv6,9
40327,routing,14
15308,raw,6
12211,hello,6
51298,ipcomp,11
23646,routing,10
5883,pim,10
16510,hello,7
23663,xtp,10
3689,raw,9
30732,ipcomp,14
32088,fragment,10
19699,fragment,8
30732,egp,3
4292,egp,11
46728,egp,9
18079,tcp,8
38855,ipcomp,9
40358,ah,7
4663,ipv6,7
63172,fragment,10
42310,pim,13
39255,xtp,9
2579,pup,5
55456,tp,8
5868,rsvp,14
27026,hello,11
8915,hopopts,3
42639,hopopts,7
19012,ah,8
12860,egp,15
12416,rsvp,8
38192,ipcomp,8
23054,gre,7
39046,pup,9
11545,idp,4
37978,icmpv6,10
3267,icmpv6,10
12860,raw,12
61785,dstopts,8
34626,ipip,12
4663,ipcomp,6
43661,ah,11
13018,fragment,10
37737,gre,10
26801,tcp,7
59038,max,12
15378,tcp,11
6409,ipv6,10
23545,idp,15
9200,dstopts,10
53702,rsvp,11
34416,ah,7
37737,ipv6,10
61648,raw,9
55456,fragment,7
12936,fragment,9
12927,pup,12
37737,icmpv6,9
9207,eon,10
35195,tcp,8
4296,nd,9
61785,ipip,12
33445,ah,8
24496,max,10
61542,ah,8
23472,icmp,11
1679,hello,13
62398,none,12
53702,hopopts,10
45244,raw,4
48276,pup,10
13981,max,8
26502,pim,5
24268,gre,9
12063,pup,9
53559,icmp,6
3958,icmpv6,8
16816,icmp,13
53185,ipip,17
4292,igmp,13
44505,xtp,14
4417,tp,10
58894,dstopts,5
22464,routing,4
27295,gre,12
40396,gre,5
35226,rsvp,10
23545,pim,9
23054,hello,13
50422,ggp,6
37285,ipv6,15
3907,fragment,5
39515,icmpv6,13
32088,ipip,11
34494,udp,6
50422,tcp,10
7627,icmp,10
37354,eon,7
46797,ah,9
53682,icmpv6,15
42261,egp,15
61947,routing,13
16656,gre,3
13981,egp,10
32584,ah,18
5350,idp,12
4139,ipcomp,16
21093,none,12
57789,udp,6
52381,rsvp,12
51321,idp,10
39046,hopopts,5
24268,sctp,6
16659,pim,8
43661,icmp,11
10557,icmp,7
35060,pim,6
4905,ah,7
3907,icmpv6,7
59561,pup,11
5868,hopopts,13
16304,ipcomp,8
53595,icmpv6,8
23646,esp,8
15378,idp,8
59828,none,10
59561,none,8
34626,tcp,11
55305,eon,10
36857,tcp,7
20311,ipcomp,11
28788,fragment,10
51298,idp,11
23425,gre,6
47302,esp,11
55329,hello,10
24495,igmp,13
10867,icmpv6,10
48950,esp,10
21122,ipv6,10
46286,max,12
7687,egp,6
8365,gre,12
34973,icmpv6,13
21166,sctp,7
18246,raw,9
21442,icmp,7
33445,idp,3
3689,ipcomp,3
3317,sctp,7
58894,egp,8
23923,nd,8
14544,ipv6,10
21093,esp,10
45204,ah,11
46286,tp,11
42837,hopopts,7
9515,pup,4
35184,pup,18
61569,hello,9
35195,ipv6,4
2802,sctp,13
12562,ah,4
51321,raw,7
45204,routing,11
62398,routing,5
43325,ipv6,14
58801,eon,13
59718,max,10
42974,pup,10
44218,routing,20
46286,sctp,11
44484,none,9
21166,tp,10
37354,egp,6
61837,ipip,7
43661,pup,8
35184,udp,7
26217,icmpv6,8
36564,routing,8
42711,tp,13
19573,tp,9
28522,tcp,7
55456,esp,6
46440,ipip,5
37285,routing,8
12641,dstopts,10
14693,egp,14
37277,idp,9
45204,max,6
46797,icmpv6,10
35195,idp,12
58191,icmpv6,7
26880,raw,7
6796,udp,7
47570,none,10
54518,ipv6,11
15378,egp,5
21166,hello,5
44644,raw,10
43872,ah,10
48950,ipip,7
8263,nd,7
59828,ipip,9
14032,nd,6
55187,udp,6
3958,udp,7
4905,none,14
36736,tp,10
20443,ipv6,9
55305,idp,11
8805,ah,13
40358,udp,7
5868,tcp,8
38855,ipip,8
53702,routing,8
43355,gre,8
22464,max,6
30732,igmp,6
42393,gre,9
9700,none,8
20453,icmpv6,7
50422,hopopts,8
6124,sctp,10
64749,fragment,9
26422,fragment,8
29590,tp,10
59828,routing,5
23663,gre,9
34973,max,12
4905,icmpv6,7
14201,pim,9
16659,routing,6
49185,sctp,5
5350,ggp,11
35195,ipip,9
40316,raw,6
33379,ipip,7
54683,udp,11
26880,udp,9
21166,hopopts,11
7461,rsvp,8
47302,udp,14
61503,max,10
59038,rsvp,8
6612,pup,4
4417,routing,10
23545,fragment,8
42711,dstopts,9
16510,hopopts,10
39744,gre,8
8311,raw,5
45369,igmp,11
63581,xtp,9
2579,fragment,7
16659,idp,8
11347,hello,7
54518,hello,8
37285,rsvp,7
13018,ipv6,5
21442,igmp,9
45204,icmpv6,9
24762,xtp,6
37277,xtp,8
618,fragment,5
7687,ipip,10
36736,ipv6,9
5350,pim,5
42974,routing,7
55329,udp,9
40710,icmpv6,8
2802,pup,8
61947,ah,17
57764,fragment,4
28522,nd,7
1679,sctp,7
61569,ah,13
58674,tcp,10
12691,hello,11
53185,pup,8
21442,routing,8
30732,rsvp,5
50307,icmp,11
48294,tp,8
44505,nd,10
46797,sctp,9
2450,eon,9
22464,icmpv6,8
43325,egp,9
10392,icmpv6,8
58801,idp,7
44215,xtp,12
8845,none,7
53731,hello,14
47869,egp,4
18079,egp,10
17797,ipcomp,9
19193,ah,13
45244,ipip,12
7627,sctp,16
43673,ipcomp,7
36721,udp,6
35226,tcp,7
5883,nd,11
36857,gre,8
33379,icmp,7
31018,tp,10
12416,fragment,7
53748,nd,7
30618,pup,10
63172,tcp,11
63581,sctp,12
967,raw,21
22889,ipv6,8
34932,ah,5
22168,fragment,12
10503,pup,9
53559,esp,11
16656,max,11
50427,routing,12
4309,gre,13
34973,ipv6,10
7687,max,9
35184,hello,12
15308,icmpv6,7
16304,none,11
21471,idp,10
39046,pim,14
27295,none,8
34925,egp,7
49641,routing,13
51321,pup,8
35195,max,12
50422,dstopts,5
36564,nd,12
61947,ipv6,6
31917,eon,11
23472,ah,7
14032,rsvp,10
34973,rsvp,9
9207,pup,8
12360,egp,8
29177,rsvp,8
42639,esp,8
57983,eon,10
36329,pup,6
43325,hello,4
10503,ggp,6
32584,esp,9
34932,max,5
19193,xtp,14
47869,icmpv6,8
46440,dstopts,9
43872,hello,18
36287,ipip,7
20443,hopopts,9
22664,max,11
46924,igmp,4
61648,nd,7
2802,egp,11
35226,udp,12
32066,egp,9
4296,esp,9
24268,xtp,6
38409,ggp,8
646,gre,9
16656,ipip,8
39744,ipip,11
26211,none,9
64240,eon,6
52474,ipv6,13
26211,ipcomp,6
13936,esp,10
36857,pup,9
15308,dstopts,7
6565,hopopts,5
13981,none,11
7627,tp,12
45369,idp,8
18728,pim,13
33251,tp,7
8915,eon,6
13936,ipcomp,12
52474,ah,6
44218,ipip,12
477,ah,13
3689,udp,16
12860,esp,10
47362,pup,6
42711,sctp,14
50422,pim,4
56744,pup,9
62398,hopopts,6
53185,routing,7
13936,fragment,13
20554,icmp,14
336,ah,10
34416,eon,13
34626,ipcomp,11
27026,eon,13
42261,sctp,11
14693,routing,5
23472,udp,9
36329,idp,10
45532,hello,15
19587,idp,8
60981,icmpv6,7
7461,ipv6,12
37978,ipv6,12
34494,igmp,7
42310,none,7
37354,igmp,13
61947,fragment,9
54804,icmpv6,9
8845,ipip,7
21842,rsvp,4
35195,raw,12
12416,ah,10
37355,routing,8
5350,ipv6,8
46286,none,15
13018,hello,7
4663,none,11
6057,egp,8
8915,hello,6
12691,esp,7
6409,icmp,13
39515,eon,11
25199,fragment,9
6565,pup,9
31296,igmp,10
5350,hopopts,6
44644,tcp,5
7461,idp,9
39255,icmp,9
57983,tp,5
58191,ipcomp,9
30618,nd,6
30071,eon,8
55329,fragment,8
61648,hello,6
26217,rsvp,8
20852,ipv6,4
23545,icmp,11
38409,pup,7
38745,pup,11
316,idp,9
8915,rsvp,3
42310,max,8
47239,udp,9
48294,eon,12
54804,xtp,9
618,gre,7
6057,dstopts,7
54804,hello,9
23923,ipv6,15
49185,eon,12
28979,icmpv6,6
12211,icmp,6
36857,pim,8
2855,igmp,3
28072,ipv6,11
22464,raw,8
20630,udp,13
55648,tp,8
40316,idp,6
24394,icmpv6,9
65316,xtp,4
40396,icmp,13
7611,max,14
32066,raw,13
65288,eon,12
54588,egp,6
45204,rsvp,4
61648,egp,9
46924,esp,10
61542,xtp,8
3958,esp,7
7687,pup,10
58231,icmp,13
45244,igmp,11
3907,none,10
27295,idp,7
20443,egp,10
43325,eon,8
42974,ipv6,7
36287,ipv6,12
9700,esp,12
21225,hello,12
26422,ah,10
7461,hello,8
37978,tcp,5
44484,igmp,10
4296,tp,8
43872,none,9
59577,ah,12
19193,hopopts,13
34626,nd,7
4139,raw,10
36329,igmp,10
42393,icmpv6,17
31296,esp,8
47362,pim,7
33251,sctp,11
10392,esp,9
42310,rsvp,9
27295,egp,9
12063,pim,10
54804,tp,6
25199,rsvp,8
59828,ah,10
28522,ggp,10
39255,pup,13
14201,icmp,10
7611,ipip,10
32066,tcp,12
5350,fragment,11
28522,ipip,13
61837,nd,11
21093,sctp,4
55648,idp,17
19699,ipv6,11
12562,routing,13
52474,esp,11
26422,icmpv6,10
42711,tcp,4
10557,pim,7
2813,ah,13
35913,udp,9
27311,idp,9
23969,eon,6
16659,hello,8
28979,hello,12
16816,ipv6,13
8517,ipv6,14
23545,raw,15
12037,hopopts,16
5868,tp,6
12211,egp,7
5883,udp,11
12936,ipcomp,6
9700,max,13
53702,igmp,12
46797,icmp,9
26502,none,9
40358,ipv6,11
37285,ipip,11
65316,dstopts,8
44215,ipcomp,15
10557,idp,16
51321,nd,10
6057,routing,10
21093,ggp,4
12936,eon,8
65316,rsvp,6
61569,fragment,10
57789,pup,10
43661,rsvp,11
58902,eon,9
7627,pim,6
35195,ggp,8
21166,ipip,10
16816,xtp,5
45369,eon,8
6057,pim,5
54804,max,12
11490,icmp,9
49641,ggp,8
53748,udp,3
10557,none,12
58191,icmp,11
47239,icmpv6,5
61947,ipip,11
48550,sctp,8
2802,igmp,9
32973,rsvp,8
58894,rsvp,9
20311,max,11
21471,none,9
27311,egp,8
18750,dstopts,10
39515,ipip,5
30071,tcp,7
23969,max,12
6565,icmp,10
22464,udp,13
43673,pup,10
34932,rsvp,9
16349,xtp,9
60847,pup,11
59561,sctp,14
15308,tcp,10
3907,rsvp,9
8915,tcp,13
44215,ggp,9
3689,ah,7
56745,eon,7
8805,dstopts,12
477,igmp,5
42711,ah,12
13446,raw,16
34925,icmp,6
36736,udp,4
30035,xtp,11
33445,gre,7
50427,none,8
24496,icmpv6,12
20453,tp,9
316,fragment,10
618,nd,15
26217,eon,5
22889,none,14
45532,raw,8
16349,icmpv6,10
50462,pup,10
34925,esp,7
13446,nd,10
59577,eon,8
35184,raw,9
37277,udp,10
10557,raw,9
30340,pup,13
11347,xtp,11
53702,ipv6,10
52381,egp,13
52474,icmp,11
23545,max,7
47362,ah,9
11347,ggp,14
58801,ipip,7
34587,hello,6
61503,none,13
13107,ah,14
46728,nd,17
8805,ipv6,8
30071,sctp,9
13018,esp,12
10503,tp,8
12641,xtp,8
36564,hopopts,10
5883,icmp,11
14201,none,11
10784,icmpv6,14
4417,dstopts,5
11545,raw,5
29177,icmpv6,15
63996,rsvp,5
6612,egp,8
52281,rsvp,7
12691,sctp,10
29483,sctp,13
35195,icmpv6,8
42974,tp,11
30618,ipv6,4
18246,dstopts,15
34706,hopopts,9
59561,fragment,5
13936,pup,6
